기준년월일,시군구명,남성 10세미만 유동인구수,남성 10-14세 유동인구수,남성 15-19세 유동인구수,남성 20-24세 유동인구수,남성 25-29세 유동인구수,남성 30-34세 유동인구수,남성 35-39세 유동인구수,남성 40-44세 유동인구수,남성 45-49세 유동인구수,남성 50-54세 유동인구수,남성 55-59세 유동인구수,남성 60-64세 유동인구수,남성 65-69세 유동인구수,남성 70세이상 유동인구수,여성 10세미만 유동인구수,여성 10-14세 유동인구수,여성 15-19세 유동인구수,여성 20-24세 유동인구수,여성 25-29세 유동인구수,여성 30-34세 유동인구수,여성 35-39세 유동인구수,여성 40-44세 유동인구수,여성 45-49세 유동인구수,여성 50-54세 유동인구수,여성 55-59세 유동인구수,여성 60-64세 유동인구수,여성 65-69세 유동인구수,여성 70세이상 유동인구수
20240208,,5275.04,,7069.8,7540.07,12299.94,10142.62,10424.35,12933.86,18132.9,17916.59,21259.99,19448.92,15564.25,11709.24,17545.08,,7467.51,5262.26,8281.65,8547.91,6808.01,7724.5,9675.12,11675.06,13330.58,14214.54,15659.45,13138.08
20240208,,9203.11,,7294.94,9257.61,10526.93,11653.83,11331.99,13122.21,19100.19,20375,22485.54,23925.4,19266.65,15694.95,25933.53,,5753.16,6294.06,7495.32,8920.94,7803.2,8620.29,11996.33,14474.85,16690.24,19371.84,20126.11,17616.15
20240208,,8128.97,,8528.21,9242.48,11020.28,10538.25,11667.59,13416.79,18530.85,21409.32,22370.07,20636.06,17864.75,14085.69,20573.9,,8803.11,7664.08,7966.45,7844.26,7108.77,7693.77,11067.85,15502.52,16057.73,16678.88,17485.55,15418.7
20240208,,3912.06,,2871.21,3945.08,5273.41,5587.34,4795.26,6068.15,8265.3,9109.3,9810.08,9851.52,8231.61,6926.78,10730.6,,3421.12,2529.27,3359.76,3924.95,4082.62,3557.67,4211.66,5918.03,6676.48,7431.55,7678.09,6360.32
20240208,,13576.5,,14241.46,20432.19,23044.21,20415.63,19897.49,21608.81,31947.03,32935.86,36332.19,33902.21,27777.82,22470.95,31446.85,,15405.8,13175.91,17333.49,20091.45,14993.99,17399.04,22369.64,29729.05,29907.59,31130.79,25857.33,24554.37
20240208,,13089.78,,11334.49,16046.05,18078.08,19952.08,21053.88,23250.51,33222,34292.66,37794.28,35573.67,30504.18,25723.99,36301.57,,12308.56,10476.24,14321.25,15405.34,14121.44,15753.51,18735.5,24852.93,26084.04,28843.33,28551.91,24951.04
20240208,,6932.57,,6405.3,7571.58,8840.04,9813.51,11319.17,13366.75,16578.82,18182.81,19285.85,19103.86,16153.75,14976.04,21103.9,,8416.39,6460.61,6344.25,6337.84,7494.12,8517.69,10769.25,12844.91,13332.14,16150.59,17299.79,15335.7
20240209,,113376.95,,89391.53,121636.82,167650.96,184996.75,206886.28,197740.45,207175.27,198235.87,206055.83,183229.49,146974.5,103367.63,118255,,122196.51,82634.21,108377.04,161885.04,169645.83,176686.38,174804.94,189603.75,190359.9,180799.93,155689.81,123120.18
20240209,,22892.92,,21331.32,31246.03,38886.96,32733.25,33124.72,34399.65,43070.44,49311.43,52514.15,47193.8,34700.93,23678.63,29640.83,,25897.95,19517.53,28462.07,32999.95,28670.04,28143.6,31695.34,39817.37,42358.76,43269.83,35920.28,26130.67
20240209,,20035.67,,17601.5,20990.23,28393.72,25872.31,26765.46,32075.24,38685.32,44252.02,43412.59,38125.49,29998.97,21235.01,30167.46,,20732.06,18201.82,18641.47,22995.92,22627.48,23684.57,27294.56,35054.42,36467.83,36088.82,31327.47,25448.11
20240209,,66219.92,,45452.6,56678.76,73327.01,77845.07,95358.41,104687.19,115174.78,106716.09,108013.83,86716.16,70873.8,49658.57,64824.13,,67130.37,43610.79,48225.95,68354.37,73380.37,86398.3,92287.41,96445.41,92953.44,84479.66,70722.85,56160.79
20240209,,30360.79,,26792.42,32073.75,43520.53,41533.15,42469.38,45992.48,56226.1,59376.17,61164.61,52604.15,41879.3,30734.28,40491.4,,33262.94,24796.31,27833.81,33106.65,35411.41,39099.12,45365.43,52830.88,51787.85,49448.91,42795.42,33963.51
20240209,,23782.08,,20855.23,28854.29,41219.02,31504.37,28252.37,31230.94,42743.53,47641.53,50296.36,45913.73,33912.79,23958.4,31848.14,,24873.5,19500.66,24601.43,28161.49,25702.19,26830.9,31074.54,38836.77,39980.32,40575.36,35285.74,25622.94
20240209,,5352.66,,5247.74,6112.02,9758.41,6411.25,6349.02,8035.14,10145.25,11200.6,11313.7,8786.33,6977.08,4900.92,5964.37,,6126.62,4373.23,5396.98,5808.33,5228.91,6454.07,7690.16,9750.91,10747.05,9084.43,7441.49,5279.24
20240209,,31779.75,,24355.73,29367.22,33465.64,38262.63,43594.49,46106.36,56523.08,55710.15,57034.74,49947.11,37439.53,26056.32,31462.11,,31140.31,21729.91,24126.54,30194.93,32494.3,36280.78,38085.55,46593.13,44271.53,42675.96,36903.1,28471.73
20240209,,10091.11,,10173.2,13060.15,15384.39,12701.24,12258.91,14386.38,19496.52,21405.69,24184.23,21180.41,15659.59,10751.89,15052.85,,10747.93,9493.18,10778.73,12312.81,9966.65,9862.6,13894.01,16552.45,18554.92,17974.62,16109.06,12507.06
20240209,,12517.73,,12344.9,14852.73,17693.83,15466.48,15085.55,18654.99,25539.76,27875.62,28552.02,27609.55,20475.21,14915.45,22780.97,,13748.83,10805.15,12729.46,13241.83,12065.28,12450.19,17402.2,22367.47,22686.76,23014.33,21910.33,16784.3
20240209,,10698.56,,11159.84,13368.29,14681.94,13962.27,12379.92,15960.52,20771.79,25663.63,26704.22,24121.44,18207.68,13181.04,17497.78,,11605.8,10517.09,11620,12216.16,10220.19,10174.7,13243.31,18785.36,20464.43,20289.61,18073.35,14030.1
20240209,,5737.9,,5262.02,6859.66,8084.92,6658.46,6127.22,7808.81,10361,11583.04,12367.85,11053.25,9068.23,6521.2,9393.26,,6034.34,4644.35,6589.2,6495.49,5466.85,4819.62,6727.74,9143.58,9952.87,9888.47,8575.29,6566.52
20240209,,16716.76,,14784.82,21617.6,26589.74,24270.98,22645,23670.99,32566.25,35401.06,37644.14,33363.37,26378.18,19651.81,26465.2,,15972.58,13479.6,19136.95,23932.32,18545.93,19544.4,23362.06,29604.03,30889.76,30818.57,24929.69,21559.29
20240209,,21073.33,,17771.81,22318.77,26600.19,26004.68,24415.09,27397.03,38125.35,40103.84,43314.34,37925.84,30697.1,23046.89,31152.96,,16554.68,16782.26,19608.41,23564.91,19903.37,22498.14,27353.36,33876.86,35016.53,35237.65,30284.72,24266.59
20240209,,11133.64,,10853.75,12345.55,14305.93,13113.82,13807.58,16579.78,22733.5,24936.3,25804.04,23284.3,17292.38,14131.87,18011.42,,12631.92,9371.39,10426.28,12499.8,11017.03,12504.44,14933.08,19106.79,19758.52,20275.77,18650.41,15114.55
20240210,,108313.69,,87277.32,122017.62,159571.52,172242.49,190752.75,181564.23,190528.45,177662.62,182997.24,163387.43,129860,92080.12,106581.82,,109934.7,82107.64,109245.89,155921.69,159113.67,169617.33,167016.09,179252.08,177211.41,170430.65,144201.97,113250.69
20240210,,28436.91,,27090.64,40488.13,47294.05,39756.09,39328.14,41733.07,49044.55,53567.47,56587.8,51792.31,38997.6,25379.27,30261.73,,29889.23,24730.82,35384.34,40124.83,34544.39,34188.32,38645.34,47988.12,51159.41,51263.22,42593.69,29441.15
20240210,,23827.17,,21466.68,27166.48,33559.54,28920.63,29337.7,33283.53,39879.21,44766.62,43955.56,37240.9,29564.86,20398.66,28290.23,,21251.52,21151.6,22934.69,26920.87,25023.07,25839.39,30094.27,39676.79,40956.87,38169.62,32685.4,25384.08
20240210,,63773.39,,46315.24,61057.85,78256.58,79251.92,94261.65,98038.02,106776.89,96298.14,97921.59,82307.69,66431.14,46315.53,57953.95,,66418.4,44163.73,51493.41,71392.61,74367.19,84694.07,91016.36,92329.9,89653.06,82853.59,69715.28,54794.76
20240210,,32982.18,,27303.69,33547.25,44704.55,41866.62,42100.39,43530.92,52346.62,53670.41,54053.62,46833.3,37748.89,27431.16,36481.69,,31527.39,24710.03,27643.65,35416.48,35655.76,37862.57,43938.61,49747.64,49637.66,46362.66,39049.28,30687.1
20240210,,26449.06,,25138.84,34408.95,44857.8,33725.4,31372.18,33737.86,44223.46,46968.82,48418,44388.17,32670.46,23100.4,30021.85,,27726.89,22060.29,27800.8,31918.98,27722.79,29230.7,34540.84,41966.22,42102.06,41910.98,36025.22,26200.75
20240210,,5177.44,,4923.28,6433.44,10867.78,6793.59,6780.24,8053.6,9831.84,10125.12,9817.82,8021.6,6520.52,4669.5,5638.71,,5590.38,4191.32,5310.64,6210.33,5524.77,6822.97,7865.42,9022.33,9814.59,8485.69,7067.64,5141.51
20240210,,38104.42,,30310.77,38570.87,44051.68,46789.01,50642.06,52930.82,63096.69,63383.59,66288.71,58274.28,43869.08,27654.02,30584.88,,37419.54,28281.03,32519.42,39480.53,38937.16,43698.02,46603.18,55718.9,56697.41,54261.47,46514.61,32503.4
20240210,,13092.66,,11929.68,16237.4,19033.14,16225.92,15229.47,16699.23,21153.33,21838.42,24896.24,22728.93,16957.35,11286.19,15375.83,,12669.04,10994.14,14011.27,14975.83,12505.1,12576.66,16105.05,19434.72,21033.65,20700.15,18780.09,13712.84
20240210,,14366.79,,14117.65,18690.05,21070.27,17062.09,16409.56,19888.35,26236.34,27714.76,27983.72,26991.43,20191.09,15176.45,21223.61,,16722.54,12302.13,14874.51,15372.33,14085.12,14467.01,18805.97,23193.23,24887.9,24170.52,22463.51,17105.32
20240210,,11371.8,,13013.8,16081.38,16775.18,15696.35,13398.01,16247.72,21322.25,24767.17,25354.32,22209.02,17301.65,12628.05,16833.09,,12721.76,11743.88,13327.06,14610.39,11846.6,11519.06,14476.28,20491.88,21732.65,20957.25,18414.31,13949.73
20240210,,7485.6,,7159.78,9801.85,10384.82,8748.81,8144.24,8922.37,11982.83,13452.38,14316.5,12517.23,10408.08,6952.79,9556.41,,6889.19,6435.71,8506.42,8184.33,7228.75,6893.7,8389.06,11110.13,12438.64,12117.11,10267.57,7426.6
20240210,,17630.32,,16968.35,24604.57,29167.54,27136.65,24448.26,25407.52,31757.54,33778.91,35521.04,31899.72,24912.09,18284.23,24428.91,,17239.03,15501.81,21315.96,26688.02,20725.58,21037.22,25024.49,30870.41,31967.32,30949.98,25299.98,20838.8
20240210,,24485.35,,22202.23,28799.27,33598,32032.23,30833.23,33336.71,41922.72,44642.67,47030.07,43375.57,34974.4,24627.63,31344.16,,22808.38,21153.79,25228.29,30194.63,26255.37,27617.62,33234.46,39293.75,42354.15,41210.79,35968.45,27584.69
20240210,,15300.79,,14187.05,15848.74,16886.77,15862.81,17491.11,18377.25,24855.93,26932.61,26534.24,24833.19,18082.13,14264.58,17976.64,,15372.76,12032.26,14126.09,15925.6,13056.2,15374.25,17326.47,23203.2,24121.89,22924.1,21009.55,15880.24
20240211,,112153.56,,92742.07,129797.09,172081.72,182045.34,196304.18,187335.41,199670.63,185445.85,187475.26,160382.06,126440.8,90571.87,105293.33,,120422.35,86352.12,115042.21,168053.5,169869.96,176494.4,170202.79,187175.28,183676.74,172932.28,144400.22,114337.41
20240211,,23281.78,,21516.49,32534.72,37045.33,30208.22,29494.22,31584.66,38936.96,44234.28,44843.17,41106.87,31705.77,21743.4,28255.04,,23027.52,20291.47,28163.13,31932.41,27732.33,27506.57,32016.27,40060.38,42066.37,42190.22,35797.06,26734.65
20240211,,19568.88,,17889.94,22494.63,25684.73,23646.05,24842.5,27287.28,33889.86,37547.81,37906.87,31937.3,26390.73,20199.87,27874.57,,22783.86,19239.14,18433.87,22548.56,20994.66,23076.32,26283.57,35452.8,35783.7,33978.83,29299.33,24996
20240211,,65115.06,,47015.9,56137.69,73280.27,72173.68,90313.88,95165.99,108961.98,97505.86,92608.55,75148.75,61382.26,44067.1,58512.01,,63408.63,42980.83,48646.55,68190.45,69742.24,82129.72,91541.34,94590.37,86774.57,77859.84,66140.35,54253.09
20240211,,29357.37,,24873.42,29492.95,38965.74,36983.87,37105.6,41424.24,48279.55,48333.3,48010.49,42563.61,35080.38,27045.77,36947.63,,27663.2,23081.25,25013.47,31817.77,32127.6,35849.29,41452.32,47404.42,45732.45,42644.71,37033.89,30796.36
20240211,,21709.53,,19839.9,26242.95,37314.81,26025.79,25093.46,25615.65,35229.08,37306.66,38885.11,36377.63,27823.8,20273.02,28086.07,,22107.01,18591.76,22542.32,26070.98,23251.56,24437.48,27915.02,35264.34,35166.05,35551.7,31468.61,24378.99
20240211,,5768.77,,5019.93,6428.49,10631.17,5765.17,5881.46,7115.16,9678.67,10628.81,10464.31,7684.55,6012.17,4270.31,5327.38,,4803.26,4087.24,5717.52,5936.95,5008.42,5656.7,7490.74,9542.35,10129.51,8642.09,6932.46,5266.04
20240211,,35488.11,,26497.65,31137.29,37209.78,38616.59,42209.07,47131.3,56553.19,57672.09,57151.32,50030.66,37326.55,25509.45,29831.29,,33002.46,24300.94,28052.52,32835.88,33254.48,38175.07,41018.61,50426.07,51810.31,47203.68,40660.47,29479.64
20240211,,7976.04,,9177.9,10403.96,12452.16,10769.29,10733.39,11299.94,15282.76,15724.07,17751.27,16562.51,13310.87,9716.43,14237.33,,9136.2,7918.96,9142.91,9821.7,8672.23,8740.58,11712.25,14648.35,15855.66,15788.85,15296.64,12208.53
20240211,,10768.98,,10828.39,13574.89,14690.46,12687.06,11778.92,15829.1,21632.35,22298.59,21555.52,21185.83,16874.32,13507.91,20450.4,,13714.8,9984.87,11184.06,12905.8,10656.52,12089.89,17951.21,21943.16,21318.03,20112.78,20350.62,16340.83
20240211,,10167.53,,9893.08,11176.58,12795.79,11098.17,9602.54,12482.45,17225.62,18555.58,19533.43,17973.18,14542.52,11873.43,15915,,9497.43,9053.89,9862.14,11031.95,8765.51,9432.05,12858,17464.45,17690.31,16871.75,16078.52,13077.37
20240211,,4306.46,,5111.41,6133.32,6041.51,5123.11,4890.82,6082.74,8391.59,9282.14,9063.57,8805.54,7754.28,5813.82,8942.11,,4713.11,4052.87,4890.83,5650.5,5043.78,5021.65,6207.48,8501.95,8542.02,8581.63,8096.15,6294.87
20240211,,14609.98,,14198.2,19444.86,24754.16,22007.95,19737.23,20998.89,28249.07,28617.16,29499,27796.77,22536.63,18247.23,24519.58,,15700.57,13170.38,17191.38,23417.17,16742.45,18032.91,21742.39,27575.38,27846.4,26951.94,23535.62,20815.04
20240211,,19315.2,,17083.87,18936.18,22496.87,22554.6,21394,24322.58,32718.12,33514.67,33630.31,31438.02,27106.92,22046.89,29489.49,,18295.65,16172.19,17212.18,20699.68,18346.48,21202.94,26901.17,33000.21,33123.21,31939.56,29574.96,24556.78
20240211,,13606.95,,10981.91,11729.27,12533.74,13020.03,14196.62,16256.46,20792.72,22139.13,22616.18,21255.15,17807.22,14965.77,18411.35,,13687.7,10430.64,10856.55,11338.62,10651.43,14171.86,15910.31,20535.85,20579.24,19992.76,19533.6,16631.16
20240212,,128084.33,,102691.5,141652.2,184496.33,189651.93,204745.41,201871.33,221799.5,201700.77,204121.73,173301.85,138745.18,99488.49,116585.73,,136095.11,98489.78,124521.42,183447.69,176190.55,181493.84,184698.06,203640.94,194410.05,179638.38,150688.36,123041.93
20240212,,16986.39,,15318.77,22650.19,29386.91,23848.46,23051.87,24670.88,30465.18,34443.86,35986.46,34731.47,28833.66,22069.77,29277.71,,17538.54,14044.03,21815.22,26076.3,20750.17,20670.32,24075.44,28870.57,30329.08,32620.03,30616.88,24790.98
20240212,,15915.88,,12592.92,16362.1,19786.41,17498.79,20389.42,22560.68,28467.75,29464.05,31427.77,28380.55,25008.95,20093.08,28995.16,,14997.32,14686.94,13834.33,17128.74,15152.37,18186.9,21018.5,27183.99,26206.79,27485.45,26298.02,23504.53
20240212,,69209.26,,50306.55,55628.28,73562.25,74470.02,92298.69,103149.97,118878.24,105884.49,99727.73,80147.56,65906.48,47488.45,62027.88,,67684.85,44314.72,48423.9,67805.83,67908.14,82510.93,96869.84,97860.96,86962,78031.04,65867.55,55499.74
20240212,,27088.2,,24398.28,27662.36,35397.5,33238.52,35755.85,40247.32,47435.53,46983.75,47784.6,41842.55,36735.24,29184.33,38881.16,,26063.34,21767.56,23194.33,26189.39,27131.26,33326.94,39561.45,44855.33,42638.21,40008.99,35585.77,31637.92
20240212,,16450.42,,14068.43,20834.88,30919.51,21351.55,20852.42,19959.34,28699.55,30924.2,33204.02,32396.18,26959.17,20916.54,30473.17,,18018.62,13636.12,17304.07,20784.8,17864.71,19726.3,21729.58,26776.9,26943.31,29479.15,27998.3,23990.54
20240212,,5015.77,,5902.75,6887.49,9819.96,5642.37,5849.88,7561.41,10924.01,12238.41,11554.32,7921.4,6215.25,4779.18,5656.12,,5239.22,4799.57,5728.59,5447.07,4479.56,6083.48,7641.99,10380.06,10600.34,9435.65,7415.73,5309.13
20240212,,28699.14,,21005.5,23645.58,26336.04,31359.34,37657.4,43051.53,52535.45,48095.54,48871.19,43664.55,35235.83,26522.78,31759.73,,30090.87,19568.51,19380.06,23738.06,25700.13,32589.54,35961.2,40436.84,36879.29,34626.59,31163.16,28054.84
20240212,,4971.46,,5744.37,6860.57,10389.39,7996.94,7732.72,9170.26,13564.81,13509.37,15404.82,16078.32,13003.85,10479.48,15569.88,,5472.64,4940.39,6095.88,6922.3,5898.67,6169.44,8111.38,10028.37,11276.38,12350.89,13285.89,12623.21
20240212,,9074.76,,6934.95,9186.36,10345.99,9786.13,8432.43,11343.49,16330.65,16710.84,17536.14,18049.59,16662.02,13421.35,21961.62,,6375.29,6409.2,7698.38,8688.88,6645.6,8106.5,12738.04,15075.91,15558.21,15720.89,17248.37,14596.66
20240212,,7566.9,,6049.96,6933.81,7748.25,8079.57,7243.21,9945.34,13350.1,13467.07,14688.95,15140.67,13914.41,12023.64,17237.49,,6551.24,6429.47,5963.05,6317.85,5303.1,6567.61,8939.85,11941.32,11438.54,12142.57,13336.2,12682.33
20240212,,2534.38,,2720.55,3740.49,4034.14,3737.23,3690.26,4331.46,5948.47,6688.28,7025.27,7074.89,6776.95,5764.44,9274.22,,3811.68,2724.26,3282.86,3451.86,3268.63,3367.37,3779.89,5425.26,5286.42,6001.38,6593,5807.03
20240212,,10835.37,,11825.71,16983.32,20004.45,16365.6,15669.73,16990.23,24279.97,24281.05,26452.47,25416.56,22028.78,18248.83,25377.43,,13063.48,10822.67,15137.52,18236.65,12604.22,14535.61,17687.79,23114.37,23001.27,23353.56,20987.32,20328.45
20240212,,14212.31,,11335.98,11845.46,15787.21,16045.8,16207.68,18927.11,26189.57,25207.98,27972.02,27092.72,25357.52,22194.96,31031.98,,12669.62,10956.19,11080.97,15065.04,13112.61,14853.22,19539.21,24208.77,22766.6,25409.07,25531.87,23308.26
20240212,,8102.69,,7421.85,7329.5,8779.24,8980.97,10372.6,12104.14,15564.83,17030.78,17604.73,17510.06,15406.34,14220.38,18987.07,,9170.84,6906.02,6573.56,7401.8,7340.59,9501.37,10909.81,13859.49,13835.53,14853.07,16394.78,14708.9
20240213,,154493.75,,113860.48,147119.92,207073.11,199166.28,228352.38,231566.75,262785.36,248713.09,252075.99,216931.33,174294.26,125497.2,142812.63,,164748.33,109711.78,136178.26,199749.43,177211.65,192542.36,205957.09,234696.99,227556.58,214759.41,178612.74,146957.68
20240213,,12644.58,,12311.22,21821.61,28731.01,22979.22,22908.9,24368.35,32006.9,36042.15,40520.37,38547.67,32932.88,25633.24,33338.58,,13831.14,10997.43,20005.64,27052.15,18165.78,17845.18,21157.62,25435.8,28081.28,32486.3,30759.95,26265.97
20240213,,14583.14,,11111.39,14720.46,15667.89,16028.96,19621.48,22781,27807.16,29034.65,31931.97,29652.32,26168.27,21288.48,32184.94,,13739.09,11853.93,12181.52,12482.21,12673.23,15809.33,18660.2,22735.63,23026.94,25539.54,26202.04,24188.18
20240213,,86140.29,,53928.99,57819.72,84063.53,92237.18,120586.27,135177.38,160554.59,145185.73,137655.26,112191.69,88355,60769.19,75022.29,,85823.13,51236.19,53514.59,72465.1,71092.89,93014.59,112275.71,117902.66,103877.59,91634.32,76865.46,64005.31
20240213,,30143.31,,25166.67,27757.54,31417.48,36248.11,42115.08,48661.07,58074.98,58390.28,61222.77,53811.14,46510.5,35759.8,47210.69,,31522.79,23123.72,24371.43,23485.2,25367.38,35231.27,44746.56,50815.7,49460.55,46589.98,43036.41,36343.33
20240213,,15907,,14046.23,19526.79,26377.04,21256.71,22518.91,20869.25,30991.47,35051.81,38704.46,37101.25,30318.12,24535.98,35770.64,,16056.67,12903.63,16912.36,18895.35,16461.98,17696.58,20858.75,26706.44,26865.19,31057.78,30418.12,26364.57
20240213,,7799.36,,7336.01,7623.37,8663.89,6519.66,7880.68,9936.35,14862.11,16212.64,14836.3,10183.12,8097.36,5732.33,6907.84,,7569.29,6751.44,6200.86,4924.16,4614.21,7289.92,9590.23,13626.38,14315.17,11799.14,9475.81,6765.38
20240213,,32849.28,,20121.97,20911.83,24030.58,35089.3,45788.47,50377.72,63857.35,60563.94,62554.01,55943.68,45277.86,32904.23,38326.53,,30864.35,18953.64,19382.49,20887.91,23917.77,32120.78,36189.14,41327.55,37857.61,36528,32756.05,29286.15
20240213,,4073.51,,5436.8,6612.19,11946.28,8049.08,9144.54,11103.41,15756.21,15906.5,19055.62,18495.59,15522.36,11963.69,18028.42,,4780.56,3859.11,5407.65,6926.77,5475.31,6190.79,7383.16,9080.41,11446.11,12637.54,14337.65,12440.66
20240213,,5420.39,,5777.34,8733.16,9295.55,8978.31,9367.24,11092.4,15852.06,16971.27,19248.7,20859.13,18557.44,15588.78,25705.4,,4781.72,5058.44,6081.79,7370.07,6355.42,7040.49,9584.06,11936.7,13942.76,16234.33,17984.57,16208.88
20240213,,5396.07,,4827.11,6184.5,6906.77,8063.2,8011.92,9614.69,13279.67,14190.64,15893.04,16594.64,15287.44,12799.62,20935.76,,4610.47,4746.5,5304.67,4618.53,4442.55,5285.57,6614.62,9658.08,10394.03,12328.2,13982.1,13607.74
20240213,,2697.27,,2161.37,3727.44,4554.87,4633.79,4373.9,5195.73,6817.44,7832.83,8808.67,9053.3,8000.78,6599.9,10900.81,,2389.33,1927.07,3004.94,3108.99,3649.51,3127.01,3070.61,4547.34,5248.41,6304.37,7242.06,6391.51
20240213,,11944.64,,12251.25,17395.41,20344.25,16584.23,16901.18,18872.25,26943.9,27896.99,31704.4,30740.75,25942.93,21096.04,30079.55,,13048.57,11399.16,14945.81,17811.22,12364.87,14474.28,18362.17,24722.38,25075.72,26822.64,23269.04,22147.79
20240213,,8559.55,,8223.98,10904.74,15280.4,15515.1,18136.74,20353.58,28092.83,28917.79,32363.02,31872.42,28295.74,23916.78,33818.8,,8739.27,7850.05,10024.58,11993.13,10758.99,12470.74,15355.42,20418.71,20349.49,23803.35,24568.11,22369.07
20240213,,6546.56,,6348.92,6780.32,8237.73,9540.2,10775.68,12649.19,15923.15,16320.58,17638.25,17928.83,16172.29,14864.87,21351.69,,7929.57,6268.25,5505.56,5658.8,6664.76,7610.11,9296.39,11313.24,12492.9,14226.47,15683.57,15139.97
20240214,,163703.5,,115209.15,149969.62,208017.99,202385.48,233873.55,238152.89,270145.09,255048.08,258031.31,222259.44,177591.95,127706.62,142409.22,,169447.6,110063.94,141224.66,203787.43,179807.63,193825.22,207851.53,238176.07,233122.41,216776.52,180619.06,146676.61
20240214,,11056.87,,11950.22,22576.71,27575.4,21927.79,22366.58,24111.16,31274.41,35512.32,41190.09,39083.77,32081.98,25445.59,33221.53,,13865.81,10526.21,19402.39,25429.08,16407.1,17196.63,19987.7,24107.33,27307.13,31773.43,31138.26,25677.15
20240214,,12808.07,,10574.77,13698.02,16446.86,15680.34,19300.79,23454.59,27577.53,28944.32,31540.6,29099.88,26116.5,20945.6,31021.8,,12064.08,11535.76,10930.4,11590.35,12056.64,14840.98,18024.19,22473.34,22348.83,24512.28,25745.05,23181.26
20240214,,89280.83,,54887.41,58460.93,83849.11,96189.67,124045.84,143162.87,168943.56,154346.2,146487.98,118697.73,93289.93,63980.35,77361.98,,87718.25,52605.48,56786.49,71933.37,71112.8,95303.54,114798.36,119820.26,107096.92,93246.73,77974.59,65023.03
20240214,,29696.12,,25216.65,27782.91,30879.05,37632.1,44243.5,50433.58,61539.68,61225.96,63783.58,56152.47,47736.6,34736.21,45372.75,,32143.85,23516.25,24664.71,21800.5,24988.6,34407.53,44778.78,50879.4,48863.84,46202.81,40912.74,35697.91
20240214,,15198.03,,14193.34,19820.31,27404.58,19681.1,22245.52,21101.65,30812.91,35627.37,40590.89,37961.35,30654.06,23700.57,35041.12,,14405.37,12502.02,17779.4,20463.07,15722.48,17134.28,19979.14,25824.7,29130.05,32324.93,30751.13,25431.74
20240214,,7370.95,,7220.14,7332.36,8395.73,6756.28,8282.77,11266.1,15487.24,16638.41,14804.09,10108.95,7899.86,5475.21,6776.71,,8571.68,6929.04,6295.69,4753.06,4574.97,7184.07,9589.59,14121.01,14654.98,11957.4,9292.98,6262.84
20240214,,32224.32,,20391.33,21200.01,23798.43,36678.92,48593.12,53694.53,67100.49,63946.57,66449.65,58300.56,47616.4,33609.06,37994.72,,32522.7,18930.63,19497.69,19021.19,23729.7,33247.83,36790.99,41827.02,37803.59,36655.03,32619.08,29071.18
20240214,,3815.12,,5352.45,6570.27,11298.94,8026.87,9196.83,11266.65,16435.06,16147.14,18056.38,17466.99,14593.76,11486.36,16854.44,,5202.26,3879.28,5142.67,6631.18,5158.87,5762.55,7451.86,9238.49,10933.61,12253.5,13880.61,12211.88
20240214,,6181.49,,5475.51,8225.37,9329.61,9465.27,9106.38,10954.6,15087.51,16290.87,19944.97,21446.12,17944.13,15058.07,24831.76,,4378,4953.75,5751.2,6845.28,6507.19,6762.93,9659.2,11515.23,13183.62,16120.85,17580.61,16064.98
20240214,,4056.31,,4286.67,5149.29,6599.03,7772.1,8707.38,9981.04,13064.58,13778.38,15680.56,16176.23,14903.99,12582.91,19847.83,,4612.85,4656.41,4677.26,4107.53,4271.49,5025.44,6488.99,9081.51,9630.87,11710.46,13687.29,13182.24
20240214,,2400.73,,2300.61,3495.64,5631.01,4779.92,4665.99,4981.61,6827.96,7962.26,9289.29,9554.25,8188.92,6977.78,10635.68,,2260.25,2027.01,2966.32,3537.47,3776.54,3065.82,3159.44,4583.13,5593.58,6300.85,7296.24,5884.19
20240214,,11986.77,,12468.79,17165.75,21283.22,17575.67,17262.66,19438.43,27782.69,28500.14,32322.2,30911.52,26218,21100.32,30493.48,,12649.76,11454.61,14712.72,20246.31,12398.18,14023.76,18332.84,24924.19,25554.84,27580.15,23207.97,22175.23
20240214,,8344.36,,8032.51,11075.12,15186.71,15813.09,18271.27,20767.78,28767.26,29665.09,33802.42,31803.48,28925.64,23498.15,34136.55,,8078.15,7516.76,9168.43,12689.76,10175.12,12249.4,14790.31,19410.06,19989.58,23964.76,24219.65,21938.95
20240214,,6461.43,,5689.89,6230.17,8236.54,9235.8,11284.11,12612.12,15423.12,16294.84,17731.91,17498.11,15739.69,14276.05,20318.3,,7227.05,5880.53,5569.3,5302.21,6178.48,7507.79,9117.94,10922.82,11979.46,14317.54,15731.93,14535.64
20240215,,164770.08,,116178.68,153635.05,212693.25,213514.49,245371.67,249574.98,278855.82,264314.97,268220.72,227526.26,180573.09,127112.38,138617.66,,167494.13,110789.54,142336.77,207027.9,187731.07,202911.06,216736.94,248068.42,243109.46,226540.31,186943.37,149349.13
20240215,,16063.51,,15036.83,23343.4,29982.24,25254.47,25818.61,28070.43,36315.21,41039.52,44988.19,42232.82,33690.15,25602.53,33873.68,,17096.99,13624.21,21503.76,26180.02,19292.48,19903.34,24454.94,29657.39,32497.71,36292.56,33406.24,27035.29
