순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
227,충청남도,천안시 동남구,황금코다리천안태조산점,충남 천안시 동남구 태조산길 213-0,음식,한식,1499
228,충청남도,천안시 동남구,다와숯불갈비,충남 천안시 동남구 원성천1길 163-0,음식,한식,1490
229,충청남도,천안시 동남구,명륜진사갈비천안신방점,충남 천안시 동남구 서부대로 293-0,음식,한식,1482
230,충청남도,천안시 동남구,베이커리머그카페,충남 천안시 동남구 화령길 4-11,음식,카페/찻집,1479
231,충청남도,천안시 동남구,자연농원,충남 천안시 동남구 개목4길 16-0,음식,한식,1476
232,충청남도,천안시 동남구,카페하라천안점,충남 천안시 동남구 서부대로 185-0,음식,카페/찻집,1474
233,충청남도,천안시 동남구,그래비티,충남 천안시 동남구 통정2길 6-29,음식,카페/찻집,1458
234,충청남도,천안시 동남구,원조박서방막국수족발보쌈,충남 천안시 동남구 충절로 853-0,음식,전문음식,1452
235,충청남도,천안시 동남구,불티나통닭본점,충남 천안시 동남구 원성17길 22-0,음식,간이음식,1450
236,충청남도,천안시 동남구,청당화로,충남 천안시 동남구 청수12로 14-0,음식,전문음식,1436
237,충청남도,천안시 동남구,천하돈,충남 천안시 동남구 종합휴양지로 164-0,음식,한식,1426
238,충청남도,천안시 동남구,논두렁밭두렁[한식],충남 천안시 동남구 수신로 728-0,음식,한식,1425
239,충청남도,천안시 동남구,유가네장어본점,충남 천안시 동남구 청수13로 20-0,음식,전문음식,1419
240,충청남도,천안시 동남구,용수골,충남 천안시 동남구 덕전1길 155-0,음식,한식,1418
241,충청남도,천안시 동남구,솔모랭이,충남 천안시 동남구 풍세로 289-0,음식,한식,1416
242,충청남도,천안시 동남구,그레이스세븐,충남 천안시 동남구 종합휴양지2길 33-0,음식,외국식,1392
243,충청남도,천안시 동남구,천안본가,충남 천안시 동남구 다가말4길 28-0,음식,전문음식,1390
244,충청남도,천안시 동남구,동춘옥[중식],충남 천안시 동남구 천호지길 3-0,음식,외국식,1365
245,충청남도,천안시 동남구,고향마을,충남 천안시 동남구 신촌4로 19-0,음식,한식,1361
