순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
214,충청남도,천안시 서북구,약천사,충남 천안시 서북구 군수1길 105-40,역사관광,종교성지,29
214,충청남도,천안시 서북구,그린농원,충남 천안시 서북구 성진로 679-0,체험관광,농/산/어촌체험,29
216,충청남도,천안시 서북구,온더테이블맘앤키즈카페,충남 천안시 서북구 삼은5길 11-0,문화관광,테마공원,28
216,충청남도,천안시 서북구,엄지포도농원,충남 천안시 서북구 봉주로 465-0,체험관광,농/산/어촌체험,28
218,충청남도,천안시 서북구,늘스트레치,충남 천안시 서북구 불당21로 67-8,레저스포츠,기타레저스포츠,27
219,충청남도,천안시 서북구,장대영탁구클럽,충남 천안시 서북구 충무로 143-8,레저스포츠,기타레저스포츠,26
219,충청남도,천안시 서북구,올가포도,충남 천안시 서북구 외유리1길 43-0,체험관광,농/산/어촌체험,26
219,충청남도,천안시 서북구,천안두정복싱,충남 천안시 서북구 두정중2길 40-0,레저스포츠,기타레저스포츠,26
219,충청남도,천안시 서북구,리얼야구존천안점,충남 천안시 서북구 두정로 172-0,레저스포츠,기타레저스포츠,26
223,충청남도,천안시 서북구,청풍농원,충남 천안시 서북구 망향로 769-0,체험관광,농/산/어촌체험,25
223,충청남도,천안시 서북구,그린탁구장,충남 천안시 서북구 쌍용대로 121-0,레저스포츠,기타레저스포츠,25
225,충청남도,천안시 서북구,엘케이짐,충남 천안시 서북구 두정로 177-0,레저스포츠,기타레저스포츠,24
225,충청남도,천안시 서북구,대덕사,충남 천안시 서북구 성산샘길 35-33,역사관광,종교성지,24
227,충청남도,천안시 서북구,은메이드스튜디오,충남 천안시 서북구 불당31길 39-0,체험관광,공예체험,23
227,충청남도,천안시 서북구,이레농원,충남 천안시 서북구 독정기로길 4-12,체험관광,농/산/어촌체험,23
229,충청남도,천안시 서북구,성월사,충남 천안시 서북구 군수1길 147-35,역사관광,종교성지,22
230,충청남도,천안시 서북구,더헐크복싱클럽,충남 천안시 서북구 봉정로 344-0,레저스포츠,기타레저스포츠,21
230,충청남도,천안시 서북구,충남국제전시컨벤션센터건축중(2027년12월 예정),충남 천안시 서북구,문화관광,전시시설,21
230,충청남도,천안시 서북구,행복한삶의공원,충남 천안시 서북구 연암율금로 511-0,문화관광,도시공원,21
230,충청남도,천안시 서북구,수경포도농원,충남 천안시 서북구,체험관광,농/산/어촌체험,21
234,충청남도,천안시 서북구,천안시 서북구 성거읍 동막골부락,충남 천안시 서북구,문화관광,도시/지역문화관광,20
235,충청남도,천안시 서북구,플레이타임펜타포트점,충남 천안시 서북구 공원로 196-0,문화관광,테마공원,19
235,충청남도,천안시 서북구,피크타임페스티벌,충남 천안시 서북구,문화관광,기타문화관광지,19
235,충청남도,천안시 서북구,터프팅연구소,충남 천안시 서북구 성정두정로 116-0,체험관광,공예체험,19
235,충청남도,천안시 서북구,천안시 서북구 성성동 사라리부락,충남 천안시 서북구,문화관광,도시/지역문화관광,19
